branch_id,from_bus_id,to_bus_id,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type,interconnect,from_zone_id,to_zone_id,from_zone_name,to_zone_name,from_lat,from_lon,to_lat,to_lon
100925,3001006,3001005,0.00602,0.14707,0.0,42.0,0.0,0.0,1.0,0.0,1,0,0,25.73,-4.94,-25.69,5.94,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.2075,-101.388,32.2075,-101.388
100926,3001025,3001005,0.01842,0.0821,0.01204,149.0,0.0,0.0,0.0,0.0,1,0,0,42.04,5.43,-41.73,-5.26,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.039,-101.22,32.2075,-101.388
100927,3001005,3001061,0.00599,0.02484,0.00422,221.0,0.0,0.0,0.0,0.0,1,0,0,75.86,-24.04,-75.49,25.14,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.2075,-101.388,32.2732,-101.422
100928,3001067,3001005,0.01711,0.04181,0.00548,274.4,0.0,0.0,0.0,0.0,1,0,0,8.54,-23.66,-8.44,23.36,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.1029,-101.365,32.2075,-101.388
100929,3001007,3001015,0.06224,0.37375,0.05072,98.0,0.0,0.0,0.0,0.0,1,0,0,-1.23,-3.02,1.23,-2.37,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.0935,-104.625,30.2853,-104.006
100930,3001031,3001007,0.04803,0.27434,0.04123,98.0,0.0,0.0,0.0,0.0,1,0,0,4.67,-6.06,-4.66,1.82,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.005,-103.759,31.0935,-104.625
100931,3001009,3001008,0.00455,0.09471,0.0,120.0,0.0,0.0,1.0,0.0,1,0,0,61.87,-11.88,-61.7,15.52,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,30.9315,-102.201,30.9315,-102.201
100932,3001008,3001032,0.04501,0.11002,0.01441,98.0,0.0,0.0,0.0,0.0,1,0,0,57.28,-7.11,-55.86,9.08,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.9315,-102.201,31.2092,-102.242
100933,3001008,3001069,0.0083,0.03628,0.00553,149.0,0.0,0.0,0.0,0.0,1,0,0,4.42,-8.41,-4.41,7.86,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.9315,-102.201,30.9178,-102.087
100934,3001011,3001010,0.00721,0.3246,0.0,46.0,0.0,0.0,1.0,0.0,1,0,0,9.99,0.0,-9.98,0.3,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,29.6,-104.3,29.6,-104.3
100935,3001010,3001015,0.04703,0.28243,0.03833,98.0,0.0,0.0,0.0,0.0,1,0,0,8.78,-4.1,-8.74,0.24,0,0,0,0,Line,Texas,301,301,Far West,Far West,29.6,-104.3,30.2853,-104.006
100936,3001010,3001030,0.0616,0.3699,0.0502,98.0,0.0,0.0,0.0,0.0,1,0,0,-15.48,2.46,15.64,-6.82,0,0,0,0,Line,Texas,301,301,Far West,Far West,29.6,-104.3,29.8021,-103.222
100937,3001012,3001087,0.04934,0.20469,0.03473,149.0,0.0,0.0,0.0,0.0,1,0,0,-76.33,23.14,79.33,-14.38,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.0281,-101.97,30.597,-101.785
100938,3003051,3001012,0.0571,0.24977,0.03804,149.0,0.0,0.0,0.0,0.0,1,0,0,-70.39,20.86,73.34,-12.0,0,0,0,0,Line,Texas,303,301,West,Far West,29.8372,-101.212,30.0281,-101.97
100939,3001013,3001031,0.04509,0.27078,0.03675,98.0,0.0,0.0,0.0,0.0,1,0,0,14.02,-6.68,-13.92,3.45,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.4846,-103.161,31.005,-103.759
100940,3001047,3001013,0.00947,0.06117,0.01167,221.0,0.0,0.0,0.0,0.0,1,0,0,58.63,-12.77,-58.3,13.71,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.5839,-102.963,31.4846,-103.161
100941,3001086,3001013,0.079,0.19311,0.02529,98.0,0.0,0.0,0.0,0.0,1,0,0,-14.73,13.47,15.06,-15.32,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.8035,-103.6,31.4846,-103.161
100942,3001014,3001047,0.03566,0.14794,0.0251,149.0,0.0,0.0,0.0,0.0,1,0,0,17.07,1.15,-16.97,-3.32,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.1695,-103.085,31.5839,-102.963
100943,3001014,3001083,0.04105,0.18293,0.02682,149.0,0.0,0.0,0.0,0.0,1,0,0,-19.29,-1.78,19.44,-0.39,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.1695,-103.085,30.7475,-102.791
100944,3001016,3001034,0.01828,0.10976,0.01489,98.0,0.0,0.0,0.0,0.0,1,0,0,-16.71,20.86,16.84,-21.64,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.7631,-101.502,31.9914,-101.303
100945,3001068,3001016,0.02773,0.15837,0.0238,98.0,0.0,0.0,0.0,0.0,1,0,0,-13.65,-21.62,13.82,20.15,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.5176,-101.918,31.7631,-101.502
100946,3001018,3001017,0.03227,0.07887,0.01033,98.0,0.0,0.0,0.0,0.0,1,0,0,26.0,-6.1,-25.78,5.62,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.7992,-102.633,31.7252,-102.414
100947,3001017,3001029,0.03244,0.14188,0.02161,163.9,0.0,0.0,0.0,0.0,1,0,0,37.19,-31.71,-36.43,32.81,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.7252,-102.414,31.9924,-102.081
100948,3001037,3001017,0.00752,0.03352,0.00491,221.0,0.0,0.0,0.0,0.0,1,0,0,-55.92,-5.11,56.17,5.7,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.7992,-102.474,31.7252,-102.414
100949,3001047,3001017,0.036,0.156,0.024,150.0,0.0,0.0,0.0,0.0,1,0,0,88.7,-5.59,-85.92,15.19,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.5839,-102.963,31.7252,-102.414
100950,3001024,3001018,0.01094,0.06572,0.00892,98.0,0.0,0.0,0.0,0.0,1,0,0,26.15,-6.49,-26.07,6.08,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9693,-102.631,31.7992,-102.633
100951,3001019,3001040,0.04978,0.20651,0.03504,149.0,0.0,0.0,0.0,0.0,1,0,0,-13.42,13.57,13.61,-16.39,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9794,-102.132,32.3357,-102.697
100952,3001019,3001045,0.01522,0.0372,0.00487,287.3,0.0,0.0,0.0,0.0,1,0,0,108.25,30.63,-106.43,-26.69,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9794,-102.132,32.0536,-102.202
100953,3001019,3001071,0.0044,0.028,0.0054,225.0,0.0,0.0,0.0,0.0,1,0,0,-46.24,103.08,46.77,-100.25,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9794,-102.132,31.8403,-102.326
100954,3001071,3001019,0.0044,0.028,0.0054,225.0,0.0,0.0,0.0,0.0,1,0,0,46.77,-100.25,-46.24,103.08,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.8403,-102.326,31.9794,-102.132
100955,3001019,3001084,0.03,0.16,0.025,330.0,0.0,0.0,0.0,0.0,1,0,0,-64.13,9.51,65.32,-5.8,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9794,-102.132,31.9361,-101.298
100956,3001021,3001020,0.00327,0.07812,0.0,250.0,0.0,0.0,1.0,0.0,1,0,0,149.63,-28.73,-148.88,46.65,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.9925,-101.117,31.9925,-101.117
100957,3001025,3001020,0.00828,0.03434,0.00583,149.0,0.0,0.0,0.0,0.0,1,0,0,50.74,-29.09,-50.47,29.59,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.039,-101.22,31.9925,-101.117
100958,3001084,3001020,0.01056,0.06337,0.0086,221.0,0.0,0.0,0.0,0.0,1,0,0,-33.49,16.89,33.63,-16.97,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9361,-101.298,31.9925,-101.117
100959,3001020,3003059,0.0189,0.06,0.006,300.0,0.0,0.0,0.0,0.0,1,0,0,64.15,5.43,-63.41,-3.72,0,0,0,0,Line,Texas,301,303,Far West,West,31.9925,-101.117,31.9261,-100.928
100960,3001020,3003130,0.00996,0.06938,0.01134,221.0,0.0,0.0,0.0,0.0,1,0,0,101.57,10.96,-100.59,-5.31,0,0,0,0,Line,Texas,301,303,Far West,West,31.9925,-101.117,31.8027,-101.056
100961,3001023,3001022,0.00535,0.11733,0.0,250.0,0.0,0.0,1.0,0.0,1,0,0,135.0,-1.36,-134.04,22.32,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.929,-101.579,32.929,-101.579
100962,3001022,3001028,0.01433,0.09253,0.01765,221.0,0.0,0.0,0.0,0.0,1,0,0,29.59,-8.68,-29.46,7.69,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.929,-101.579,32.8795,-101.247
100963,3001022,3001028,0.01433,0.09253,0.01765,221.0,0.0,0.0,0.0,0.0,1,0,0,29.59,-8.68,-29.46,7.69,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.929,-101.579,32.8795,-101.247
100964,3001024,3001090,0.01414,0.06303,0.00924,149.0,0.0,0.0,0.0,0.0,1,0,0,-89.19,-11.37,90.34,15.52,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9693,-102.631,31.995,-102.828
100965,3001026,3001025,0.0042,0.18046,0.0,200.0,0.0,0.0,1.0,0.0,1,0,0,93.15,-7.89,-92.78,23.66,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.039,-101.22,32.039,-101.22
100966,3001027,3001045,0.02505,0.10957,0.01669,221.0,0.0,0.0,0.0,0.0,1,0,0,-18.44,28.63,18.72,-29.11,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.3217,-102.042,32.0536,-102.202
100967,3001056,3001027,0.03121,0.0763,0.00999,250.0,0.0,0.0,0.0,0.0,1,0,0,85.2,-31.92,-82.77,36.79,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.2353,-101.837,32.3217,-102.042
100968,3001028,3003109,0.00428,0.01875,0.00286,250.0,0.0,0.0,0.0,0.0,1,0,0,48.9,-18.21,-48.79,18.4,0,0,0,0,Line,Texas,301,303,Far West,West,32.8795,-101.247,32.9254,-101.219
100969,3001029,3001056,0.02054,0.11733,0.01763,221.0,0.0,0.0,0.0,0.0,1,0,0,-46.75,8.55,47.19,-7.9,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.9924,-102.081,32.2353,-101.837
100970,3001030,3001038,0.07404,0.42285,0.06354,98.0,0.0,0.0,0.0,0.0,1,0,0,-23.59,1.38,24.0,-5.7,0,0,0,0,Line,Texas,301,301,Far West,Far West,29.8021,-103.222,30.7726,-102.506
100971,3001083,3001030,0.06537,0.37334,0.0561,98.0,0.0,0.0,0.0,0.0,1,0,0,16.85,-3.36,-16.67,-1.54,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.7475,-102.791,29.8021,-103.222
100972,3001033,3001032,0.00283,0.06758,0.0,187.0,0.0,0.0,1.0,0.0,1,0,0,-119.99,40.58,120.41,-30.36,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.2092,-102.242,31.2092,-102.242
100973,3001032,3001036,0.01956,0.11746,0.01594,127.4,0.0,0.0,0.0,0.0,1,0,0,3.77,5.11,-3.76,-6.67,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.2092,-102.242,31.1869,-102.596
100974,3001038,3001032,0.045,0.11,0.015,155.0,0.0,0.0,0.0,0.0,1,0,0,70.51,-12.37,-68.32,16.16,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.7726,-102.506,31.2092,-102.242
100975,3001033,3001081,0.003,0.031,0.059,548.0,0.0,0.0,0.0,0.0,1,0,0,101.33,-11.28,-101.03,8.04,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.2092,-102.242,31.8403,-102.326
100976,3001033,3003050,0.0139,0.136,0.262,647.0,0.0,0.0,0.0,0.0,1,0,0,227.16,-3.6,-220.39,42.08,0,0,0,0,Line,Texas,301,303,Far West,West,31.2092,-102.242,29.8372,-101.212
100977,3001035,3001034,0.00438,0.08496,0.0,130.0,0.0,0.0,1.0,0.0,1,0,0,67.5,-12.96,-67.29,16.97,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.9914,-101.303,31.9914,-101.303
100978,3001067,3001034,0.00795,0.04771,0.00647,98.0,0.0,0.0,0.0,0.0,1,0,0,-50.25,-4.12,50.45,4.66,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.1029,-101.365,31.9914,-101.303
100979,3001088,3001036,0.02065,0.11793,0.01772,98.0,0.0,0.0,0.0,0.0,1,0,0,9.86,-4.46,-9.84,2.82,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.1392,-102.225,31.1869,-102.596
100980,3001037,3001071,0.00669,0.04319,0.00824,300.0,0.0,0.0,0.0,0.0,1,0,0,-46.31,-23.86,46.5,24.22,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.7992,-102.474,31.8403,-102.326
100981,3001039,3001038,0.00201,0.08591,0.0,200.0,0.0,0.0,1.0,0.0,1,0,0,110.63,-21.24,-110.38,32.04,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,30.7726,-102.506,30.7726,-102.506
100982,3001082,3001038,0.01115,0.04969,0.00729,149.0,0.0,0.0,0.0,0.0,1,0,0,61.38,-9.07,-60.97,10.11,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.8073,-102.356,30.7726,-102.506
100983,3001083,3001038,0.01,0.05,0.007,221.0,0.0,0.0,0.0,0.0,1,0,0,-76.23,26.41,76.84,-24.08,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.7475,-102.791,30.7726,-102.506
100984,3001040,3001090,0.02991,0.13329,0.01955,149.0,0.0,0.0,0.0,0.0,1,0,0,-57.97,3.82,58.97,-1.37,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.3357,-102.697,31.995,-102.828
100985,3001042,3001041,0.00419,0.11123,0.0,145.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.1408,-101.399,32.1408,-101.399
100986,3001043,3001041,0.003,0.12844,0.0,95.0,0.0,0.0,1.0,0.0,1,0,0,44.1,-4.93,-44.04,7.46,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.1408,-101.399,32.1408,-101.399
100987,3001065,3001041,0.00386,0.02203,0.00331,98.0,0.0,0.0,0.0,0.0,1,0,0,15.96,8.54,-15.94,-8.8,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.1008,-101.451,32.1408,-101.399
100988,3001041,3001067,0.00393,0.01722,0.00262,149.0,0.0,0.0,0.0,0.0,1,0,0,59.98,1.34,-59.84,-0.99,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.1408,-101.399,32.1029,-101.365
100989,3001044,3003019,0.03857,0.17192,0.02521,149.0,0.0,0.0,0.0,0.0,1,0,0,46.87,-16.89,-45.97,18.29,0,0,0,0,Line,Texas,301,303,Far West,West,31.2726,-101.173,31.0854,-100.679
100990,3003130,3001044,0.02731,0.19029,0.03111,221.0,0.0,0.0,0.0,0.0,1,0,0,62.61,-8.61,-61.56,12.73,0,0,0,0,Line,Texas,303,301,West,Far West,31.8027,-101.056,31.2726,-101.173
100991,3001045,3001064,0.00545,0.03794,0.0062,221.0,0.0,0.0,0.0,0.0,1,0,0,-10.85,27.87,10.9,-28.15,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.0536,-102.202,32.0011,-102.312
100992,3001087,3001046,0.03262,0.14269,0.02173,149.0,0.0,0.0,0.0,0.0,1,0,0,78.22,-14.58,-76.29,20.74,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.597,-101.785,30.5756,-101.331
100993,3001046,3003009,0.05654,0.23454,0.0398,149.0,0.0,0.0,0.0,0.0,1,0,0,65.2,-9.97,-62.9,15.31,0,0,0,0,Line,Texas,301,303,Far West,West,30.5756,-101.331,30.4414,-100.561
100994,3001048,3001047,0.00335,0.06576,0.0,390.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.5839,-102.963,31.5839,-102.963
100995,3001049,3001047,0.00276,0.11783,0.0,390.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.5839,-102.963,31.5839,-102.963
100996,3001050,3001047,0.00313,0.09941,0.0,124.0,0.0,0.0,1.0,0.0,1,0,0,89.27,-9.92,-89.02,17.93,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.5839,-102.963,31.5839,-102.963
100997,3001051,3001047,0.0056,0.1283,0.0,117.0,0.0,0.0,1.0,0.0,1,0,0,89.27,-7.94,-88.82,18.25,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.5839,-102.963,31.5839,-102.963
100998,3001052,3001047,0.00368,0.0826,0.0,110.0,0.0,0.0,1.0,0.0,1,0,0,89.27,-9.92,-88.97,16.53,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.5839,-102.963,31.5839,-102.963
100999,3001053,3001047,0.0023,0.08808,0.0,250.0,0.0,0.0,1.0,0.0,1,0,0,-81.52,22.21,81.68,-16.25,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.5839,-102.963,31.5839,-102.963
101000,3001047,3001085,0.00947,0.06117,0.01167,221.0,0.0,0.0,0.0,0.0,1,0,0,54.77,-14.78,-54.47,15.49,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.5839,-102.963,31.6963,-103.139
101001,3001053,3001081,0.003,0.03,0.06,548.0,0.0,0.0,0.0,0.0,1,0,0,81.52,-22.21,-81.32,17.87,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.5839,-102.963,31.8403,-102.326
101002,3001054,3001056,0.02202,0.09633,0.01467,149.0,0.0,0.0,0.0,0.0,1,0,0,-14.46,-15.06,14.55,13.92,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.4898,-101.754,32.2353,-101.837
101003,3001089,3001054,0.08737,0.21357,0.02796,98.0,0.0,0.0,0.0,0.0,1,0,0,0.66,-13.3,-0.53,10.82,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.9296,-102.134,32.4898,-101.754
101004,3001055,3001089,0.04982,0.12179,0.01595,176.4,0.0,0.0,0.0,0.0,1,0,0,42.13,-1.25,-41.26,1.8,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.927,-101.764,32.9296,-102.134
101005,3001057,3001056,0.00315,0.1312,0.0,160.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.2353,-101.837,32.2353,-101.837
101006,3001056,3001061,0.02267,0.12946,0.01945,150.0,0.0,0.0,0.0,0.0,1,0,0,-58.57,24.47,59.44,-21.52,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.2353,-101.837,32.2732,-101.422
101007,3001056,3001065,0.02269,0.12962,0.01948,250.0,0.0,0.0,0.0,0.0,1,0,0,-88.37,36.67,90.34,-27.42,0,0,0,0,Line,Texas,301,301,Far West,Far West,32.2353,-101.837,32.1008,-101.451
101008,3001059,3001058,0.02655,0.46187,0.0,33.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,30.8847,-101.921,30.8847,-101.921
101009,3001060,3001058,0.00894,0.38854,0.0,27.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,30.8847,-101.921,30.8847,-101.921
101010,3001069,3001058,0.0074,0.05155,0.00843,221.0,0.0,0.0,0.0,0.0,1,0,0,87.47,-7.27,-86.93,10.13,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.9178,-102.087,30.8847,-101.921
101011,3001069,3001058,0.0074,0.05155,0.00843,221.0,0.0,0.0,0.0,0.0,1,0,0,87.47,-7.27,-86.93,10.13,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.9178,-102.087,30.8847,-101.921
101012,3001058,3001087,0.01573,0.10956,0.01791,221.0,0.0,0.0,0.0,0.0,1,0,0,80.21,-12.03,-79.23,16.95,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.8847,-101.921,30.597,-101.785
101013,3001058,3001087,0.01573,0.10956,0.01791,221.0,0.0,0.0,0.0,0.0,1,0,0,80.21,-12.03,-79.23,16.95,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.8847,-101.921,30.597,-101.785
101014,3001062,3001061,0.0163,0.31787,0.0,29.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.2732,-101.422,32.2732,-101.422
101015,3001063,3001061,0.00567,0.10409,0.0,260.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.2732,-101.422,32.2732,-101.422
101016,3001061,3003042,0.054,0.18,0.028,221.0,0.0,0.0,0.0,0.0,1,0,0,16.04,-3.61,-15.9,1.2,0,0,0,0,Line,Texas,301,303,Far West,West,32.2732,-101.422,32.05,-100.692
101017,3001066,3001065,0.00508,0.12315,0.0,200.0,0.0,0.0,1.0,0.0,1,0,0,106.88,-4.79,-106.3,18.88,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,32.1008,-101.451,32.1008,-101.451
101018,3001088,3001068,0.02962,0.16921,0.02543,98.0,0.0,0.0,0.0,0.0,1,0,0,46.39,-3.66,-45.75,4.79,0,0,0,0,Line,Texas,301,301,Far West,Far West,31.1392,-102.225,31.5176,-101.918
101019,3001070,3001069,0.00297,0.07,0.0,220.0,0.0,0.0,1.0,0.0,1,0,0,120.38,16.42,-119.97,-6.87,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,30.9178,-102.087,30.9178,-102.087
101020,3001082,3001069,0.02137,0.0952,0.01396,149.0,0.0,0.0,0.0,0.0,1,0,0,51.12,-12.53,-50.56,13.54,0,0,0,0,Line,Texas,301,301,Far West,Far West,30.8073,-102.356,30.9178,-102.087
101021,3001072,3001071,0.00529,0.08551,0.0,240.0,0.0,0.0,1.0,0.0,1,0,0,191.85,10.71,-189.93,20.24,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101022,3001073,3001071,0.00499,0.14254,0.0,240.0,0.0,0.0,1.0,0.0,1,0,0,191.85,23.64,-190.02,28.56,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101023,3001074,3001071,0.00575,0.12453,0.0,240.0,0.0,0.0,1.0,0.0,1,0,0,191.85,18.7,-189.75,26.65,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101024,3001075,3001071,0.00373,0.09967,0.0,240.0,0.0,0.0,1.0,0.0,1,0,0,191.85,17.01,-190.49,19.23,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101025,3001076,3001071,0.00141,0.04937,0.0,230.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101026,3001077,3001071,0.00641,0.12047,0.0,230.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101027,3001078,3001071,0.00533,0.19087,0.0,137.0,0.0,0.0,1.0,0.0,1,0,0,95.36,9.08,-94.88,8.09,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101028,3001079,3001071,0.00013,0.046,0.0,2000.0,0.0,0.0,1.0,0.0,1,0,0,-633.23,130.28,633.75,54.34,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101029,3001080,3001071,0.01206,0.20208,0.0,136.0,0.0,0.0,1.0,0.0,1,0,0,95.36,6.37,-94.28,11.73,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101030,3001081,3001071,0.00167,0.0665,0.0,350.0,0.0,0.0,1.0,0.0,1,0,0,72.47,40.06,-72.36,-35.76,0,0,0,0,Transformer,Texas,301,301,Far West,Far West,31.8403,-102.326,31.8403,-102.326
101031,3003048,3001079,0.0013,0.015,1.02,2300.0,0.0,0.0,0.0,0.0,1,0,0,-411.33,38.06,413.52,-119.67,0,0,0,0,Line,Texas,303,301,West,Far West,32.3122,-100.53,31.8403,-102.326
