bus_id,type,Pd,Qd,Gs,Bs,zone_id,Vm,Va,baseKV,loss_zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin,interconnect,lat,lon
3001049,2,0.0,0.0,0,0.0,301,1.01175,-13.1298,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.5839,-102.963
3001050,2,0.0,0.0,0,0.0,301,1.00076,-8.08402,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.5839,-102.963
3001051,2,0.0,0.0,0,0.0,301,1.0,-6.60451,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.5839,-102.963
3001052,2,0.0,0.0,0,0.0,301,1.00416,-8.94709,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.5839,-102.963
3001053,2,0.0,0.0,0,0.0,301,1.02653,-17.1224,230.0,9,1.1,0.9,0.0,0,0,0,Texas,31.5839,-102.963
3001054,1,14.99,4.25,0,0.0,301,1.0132,-22.1326,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.4898,-101.754
3001055,1,3.98,1.13,0,0.0,301,1.00688,-18.4852,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.927,-101.764
3001056,1,0.0,0.0,0,33.22,301,1.03,-21.5409,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.2353,-101.837
3001057,2,0.0,0.0,0,0.0,301,1.03,-21.5409,18.0,9,1.1,0.9,0.0,0,0,0,Texas,32.2353,-101.837
3001058,1,13.46,3.81,0,0.0,301,1.02675,-11.1878,115.0,9,1.1,0.9,0.0,0,0,0,Texas,30.8847,-101.921
3001059,2,0.0,0.0,0,0.0,301,1.02675,-11.1878,22.0,9,1.1,0.9,0.0,0,0,0,Texas,30.8847,-101.921
3001060,2,0.0,0.0,0,0.0,301,1.02675,-11.1878,22.0,9,1.1,0.9,0.0,0,0,0,Texas,30.8847,-101.921
3001061,1,0.0,0.0,0,0.0,301,1.01393,-17.0591,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.2732,-101.422
3001062,2,0.0,0.0,0,0.0,301,1.01393,-17.0591,13.8,9,1.1,0.9,0.0,0,0,0,Texas,32.2732,-101.422
3001063,2,0.0,0.0,0,0.0,301,1.01393,-17.0591,13.8,9,1.1,0.9,0.0,0,0,0,Texas,32.2732,-101.422
3001064,1,123.76,35.07,0,0.0,301,0.993391,-23.7293,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.0011,-102.312
3001065,1,0.0,0.0,0,0.0,301,1.00912,-14.7391,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.1008,-101.451
3001066,2,0.0,0.0,0,0.0,301,1.0,-7.23058,13.8,9,1.1,0.9,0.0,0,0,0,Texas,32.1008,-101.451
3001067,1,101.55,28.77,0,0.0,301,1.00407,-15.5007,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.1029,-101.365
3001068,1,59.4,16.83,0,0.0,301,0.993472,-16.2849,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.5176,-101.918
3001069,1,0.0,0.0,0,0.0,301,1.02867,-8.71349,115.0,9,1.1,0.9,0.0,0,0,0,Texas,30.9178,-102.087
3001070,2,0.0,0.0,0,0.0,301,1.04,-4.222,13.8,9,1.1,0.9,0.0,0,0,0,Texas,30.9178,-102.087
3001071,1,91.46,25.91,0,0.0,301,1.00402,-21.1126,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001072,2,0.0,0.0,0,0.0,301,1.01,-11.8352,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001073,2,0.0,0.0,0,0.0,301,1.01,-5.53743,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001074,2,0.0,0.0,0,0.0,301,1.01,-7.54851,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001075,2,0.0,0.0,0,0.0,301,1.01,-10.2802,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001076,2,0.0,0.0,0,0.0,301,1.00402,-21.1126,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001077,2,0.0,0.0,0,0.0,301,1.00402,-21.1126,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001078,2,0.0,0.0,0,0.0,301,1.01,-10.8005,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001079,2,0.0,0.0,0,0.0,301,1.02046,-37.6396,500.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001080,2,0.0,0.0,0,0.0,301,1.01,-10.2023,18.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001081,2,0.0,0.0,0,42.78,301,1.03,-18.4788,230.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8403,-102.326
3001082,2,0.0,0.0,0,0.0,301,1.02717,-5.93672,115.0,9,1.1,0.9,0.0,0,0,0,Texas,30.8073,-102.356
3001083,1,39.95,11.32,0,32.03,301,1.03,-9.8632,115.0,9,1.1,0.9,0.0,0,0,0,Texas,30.7475,-102.791
3001084,2,0.0,0.0,0,0.0,301,1.03696,-16.3943,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.9361,-101.298
3001085,1,21.3,6.03,0,0.0,301,1.01578,-15.0727,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.6963,-103.139
3001086,1,39.67,11.24,0,37.39,301,1.03,-17.3999,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.8035,-103.6
3001087,1,0.91,0.26,0,4.9,301,1.03,-16.049,115.0,9,1.1,0.9,0.0,0,0,0,Texas,30.597,-101.785
3001088,2,0.0,0.0,0,0.0,301,1.0,-11.7123,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.1392,-102.225
3001089,1,40.6,11.5,0,0.0,301,0.987898,-21.4551,115.0,9,1.1,0.9,0.0,0,0,0,Texas,32.9296,-102.134
3001090,2,0.0,0.0,0,0.0,301,1.02,-15.7262,115.0,9,1.1,0.9,0.0,0,0,0,Texas,31.995,-102.828
3001091,1,11.62,3.29,0,0.0,301,1.03131,-31.797,161.0,9,1.1,0.9,0.0,0,0,0,Texas,33.6587,-101.531
3002001,1,48.36,13.7,0,0.0,302,1.00763,-59.6547,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6839,-95.3447
3002002,1,0.0,0.0,0,0.0,302,1.02037,-61.156,500.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6281,-96.3676
3002003,1,0.0,0.0,0,0.0,302,1.02225,-63.38,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6281,-96.3676
3002004,2,0.0,0.0,0,0.0,302,1.02037,-61.156,13.8,11,1.1,0.9,0.0,0,0,0,Texas,33.6281,-96.3676
3002005,2,0.0,0.0,0,0.0,302,1.02037,-61.156,13.8,11,1.1,0.9,0.0,0,0,0,Texas,33.6281,-96.3676
3002006,2,0.0,0.0,0,0.0,302,1.02037,-61.156,13.8,11,1.1,0.9,0.0,0,0,0,Texas,33.6281,-96.3676
3002007,1,9.54,2.7,0,0.0,302,1.00899,-59.4227,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6152,-95.9001
3002008,1,8.06,2.28,0,0.0,302,1.01365,-33.769,161.0,10,1.1,0.9,0.0,0,0,0,Texas,34.8573,-100.513
3002009,1,39.14,11.09,0,131.5,302,1.03,-45.1637,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9733,-98.7211
3002010,1,56.81,16.09,0,28.69,302,1.03,-36.6402,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.8998,-99.7735
3002011,1,0.0,0.0,0,0.0,302,1.02976,-33.0724,500.0,10,1.1,0.9,0.0,0,0,0,Texas,35.2383,-101.311
3002012,1,0.0,0.0,0,0.0,302,1.02029,-30.8629,161.0,10,1.1,0.9,0.0,0,0,0,Texas,35.2383,-101.311
3002013,2,0.0,0.0,0,0.0,302,1.0213,-30.6904,18.0,10,1.1,0.9,0.0,0,0,0,Texas,35.2383,-101.311
3002014,1,25.43,7.2,0,0.0,302,1.01454,-34.2962,161.0,10,1.1,0.9,0.0,0,0,0,Texas,34.4472,-100.81
3002015,1,4.69,1.33,0,0.0,302,1.01553,-62.7747,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4716,-97.4452
3002016,1,69.27,19.63,0,0.0,302,1.02042,-69.3044,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6276,-96.7674
3002017,1,0.0,0.0,0,-17.18,302,1.03,-33.7017,500.0,10,1.1,0.9,0.0,0,0,0,Texas,35.4275,-101.253
3002018,1,0.0,0.0,0,0.0,302,1.0248,-32.7849,161.0,10,1.1,0.9,0.0,0,0,0,Texas,35.4275,-101.253
3002019,2,0.0,0.0,0,0.0,302,1.03,-33.7017,20.0,10,1.1,0.9,0.0,0,0,0,Texas,35.4275,-101.253
3002020,1,47.97,13.59,0,0.0,302,1.00043,-44.7529,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9438,-98.5231
3002021,1,0.0,0.0,0,0.0,302,1.01872,-56.4272,500.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6968,-95.5577
3002022,1,11.56,3.28,0,0.0,302,1.01557,-58.328,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6968,-95.5577
3002023,2,0.0,0.0,0,0.0,302,1.02,-54.8654,13.8,11,1.1,0.9,0.0,0,0,0,Texas,33.6968,-95.5577
3002024,2,0.0,0.0,0,0.0,302,1.02,-54.2025,13.8,11,1.1,0.9,0.0,0,0,0,Texas,33.6968,-95.5577
3002025,1,39.62,11.23,0,0.0,302,0.998636,-43.9861,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8645,-98.491
3002026,1,18.57,5.26,0,0.0,302,1.01785,-32.0436,161.0,10,1.1,0.9,0.0,0,0,0,Texas,35.8308,-100.766
3002027,1,3.55,1.01,0,0.0,302,1.00835,-60.0775,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4826,-95.3201
3002028,1,14.24,4.03,0,0.0,302,1.00149,-47.0922,161.0,11,1.1,0.9,0.0,0,0,0,Texas,34.0048,-98.3888
3002029,1,3.2,0.91,0,0.0,302,1.02213,-33.6311,161.0,10,1.1,0.9,0.0,0,0,0,Texas,34.4575,-101.287
3002030,1,47.15,13.36,0,0.0,302,0.997443,-63.6035,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7083,-96.2407
3002031,1,5.77,1.63,0,0.0,302,1.02762,-30.0507,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.7107,-100.384
3002032,1,3.35,0.95,0,0.0,302,1.01071,-58.8314,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8579,-95.6491
3002033,1,13.57,3.85,0,0.0,302,1.00117,-65.0675,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4414,-96.1792
3002034,1,5.34,1.51,0,0.0,302,1.0241,-68.7088,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8309,-96.8398
3002035,1,4.68,1.33,0,0.0,302,1.02346,-30.7776,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.4318,-99.8537
3002036,1,41.59,11.78,0,0.0,302,1.00453,-44.3686,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8949,-98.5437
3002037,1,3.5,0.99,0,0.0,302,1.02658,-63.1036,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6159,-97.3108
3002038,1,2.6,0.74,0,0.0,302,1.01892,-63.8405,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5535,-96.2829
3002039,1,5.56,1.58,0,0.0,302,0.999397,-60.1949,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.456,-97.7518
3002040,1,15.9,4.51,0,0.0,302,1.01324,-58.9925,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6631,-94.9973
3002041,1,0.0,0.0,0,0.0,302,1.02091,-28.6419,161.0,10,1.1,0.9,0.0,0,0,0,Texas,35.386,-101.579
3002042,2,0.0,0.0,0,0.0,302,1.01224,-26.0302,18.0,10,1.1,0.9,0.0,0,0,0,Texas,35.386,-101.579
3002043,1,4.24,1.2,0,0.0,302,1.02242,-68.9815,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.738,-96.8395
3002044,1,27.4,7.76,0,0.0,302,1.02315,-64.8321,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7439,-96.9361
3002045,1,22.61,6.4,0,0.0,302,1.00004,-45.2865,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9695,-98.509
3002046,1,22.13,6.27,0,0.0,302,1.02626,-68.3621,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8007,-96.726
3002047,1,14.96,4.24,0,0.0,302,1.02278,-64.2739,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6236,-96.4279
3002048,1,6.42,1.82,0,0.0,302,1.03121,-32.2466,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.7745,-100.99
3002049,1,11.57,3.28,0,0.0,302,1.02452,-40.9774,161.0,10,1.1,0.9,0.0,0,0,0,Texas,34.1317,-99.1066
3002050,1,3.66,1.04,0,0.0,302,1.00214,-62.8326,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4023,-95.4832
3002051,1,17.85,5.06,0,0.0,302,0.997416,-53.8317,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7585,-98.2023
3002052,1,24.84,7.04,0,0.0,302,1.01285,-32.9355,161.0,10,1.1,0.9,0.0,0,0,0,Texas,34.9008,-100.995
3002053,1,29.13,8.25,0,0.0,302,0.997887,-58.8739,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5206,-97.9561
3002054,1,0.0,0.0,0,0.0,302,1.0021,-43.019,500.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9133,-98.4931
3002055,1,49.62,14.06,0,0.0,302,1.00212,-43.8374,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9133,-98.4931
3002056,2,0.0,0.0,0,0.0,302,1.0021,-43.019,18.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9133,-98.4931
3002057,2,0.0,0.0,0,0.0,302,0.99,-38.5807,18.0,11,1.1,0.9,0.0,0,0,0,Texas,33.9133,-98.4931
3002058,1,0.0,0.0,0,0.0,302,1.02098,-28.1995,161.0,10,1.1,0.9,0.0,0,0,0,Texas,35.4789,-101.244
3002059,2,0.0,0.0,0,0.0,302,1.01088,-24.8041,13.8,10,1.1,0.9,0.0,0,0,0,Texas,35.4789,-101.244
3002060,1,3.8,1.08,0,0.0,302,1.00487,-61.5725,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5768,-95.8097
3002061,1,0.0,0.0,0,0.0,302,1.02539,-37.5061,161.0,10,1.1,0.9,0.0,0,0,0,Texas,34.29,-99.3647
3002062,2,0.0,0.0,0,0.0,302,1.02,-35.2095,18.0,10,1.1,0.9,0.0,0,0,0,Texas,34.29,-99.3647
3002063,1,65.62,18.59,0,67.92,302,1.03,-67.7692,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7708,-96.6041
3002064,1,10.05,2.85,0,0.0,302,1.00958,-59.9362,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7452,-95.7443
3002065,1,78.36,22.2,0,90.13,302,1.03,-65.0297,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6616,-97.1763
3002066,1,7.11,2.02,0,0.0,302,1.02193,-27.8431,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.1831,-100.245
3002067,1,53.97,15.29,0,0.0,302,0.996598,-43.8923,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7991,-98.5098
3002068,1,5.76,1.63,0,0.0,302,1.00182,-41.8037,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5126,-98.4576
3002069,1,21.92,6.21,0,87.65,302,1.03,-68.4425,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4508,-96.7422
3002070,1,0.0,0.0,0,0.0,302,1.00369,-41.3643,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4931,-98.5819
3002071,2,0.0,0.0,0,0.0,302,1.0,-37.6921,18.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4931,-98.5819
3002072,1,9.71,2.75,0,0.0,302,1.02499,-66.6315,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5377,-96.9066
3002073,1,0.0,0.0,0,0.0,302,1.02241,-25.3215,161.0,10,1.1,0.9,0.0,0,0,0,Texas,32.9697,-100.524
3002074,1,0.0,0.0,0,0.0,302,1.0119,-23.4345,115.0,10,1.1,0.9,0.0,0,0,0,Texas,32.9697,-100.524
3002075,1,0.0,0.0,0,0.0,302,1.0119,-23.4345,115.0,10,1.1,0.9,0.0,0,0,0,Texas,32.9697,-100.524
3002076,2,0.0,0.0,0,0.0,302,1.02764,-24.4269,24.0,10,1.1,0.9,0.0,0,0,0,Texas,32.9697,-100.524
3002077,1,0.0,0.0,0,0.0,302,1.02635,-60.7182,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.733,-97.4284
3002078,2,0.0,0.0,0,0.0,302,1.02,-57.4097,13.8,11,1.1,0.9,0.0,0,0,0,Texas,33.733,-97.4284
3002079,1,4.48,1.27,0,0.0,302,1.0314,-34.9863,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.9943,-100.287
3002080,1,16.93,4.8,0,0.0,302,1.00277,-57.1098,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7931,-97.9638
3002081,1,4.46,1.26,0,0.0,302,1.01291,-64.6264,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6155,-96.0722
3002082,1,59.03,16.73,0,0.0,302,1.00933,-44.7232,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8625,-98.5894
3002083,2,0.0,0.0,0,0.0,302,1.02,-43.149,20.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8625,-98.5894
3002084,2,0.0,0.0,0,0.0,302,1.00933,-44.7232,20.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8625,-98.5894
3002085,2,0.0,0.0,0,0.0,302,1.00933,-44.7232,20.0,11,1.1,0.9,0.0,0,0,0,Texas,33.8625,-98.5894
3002086,1,2.19,0.62,0,0.0,302,1.00062,-59.0315,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.6269,-97.6879
3002087,1,7.9,2.24,0,0.0,302,1.02436,-27.7781,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.3411,-100.715
3002088,1,0.0,0.0,0,0.0,302,1.00271,-41.4958,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4953,-98.5
3002089,2,0.0,0.0,0,0.0,302,1.0,-37.8993,24.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4953,-98.5
3002090,1,2.42,0.69,0,0.0,302,1.00915,-60.684,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.4982,-94.8908
3002091,1,17.05,4.83,0,0.0,302,1.02547,-34.1974,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.6211,-99.2438
3002092,1,24.11,6.83,0,0.0,302,1.02467,-66.0988,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.7271,-96.4708
3002093,1,0.0,0.0,0,0.0,302,1.02282,-31.7744,161.0,10,1.1,0.9,0.0,0,0,0,Texas,35.3503,-101.54
3002094,2,0.0,0.0,0,0.0,302,1.02282,-31.7744,13.8,10,1.1,0.9,0.0,0,0,0,Texas,35.3503,-101.54
3002095,2,0.0,0.0,0,0.0,302,1.02282,-31.7744,13.8,10,1.1,0.9,0.0,0,0,0,Texas,35.3503,-101.54
3002096,1,0.0,0.0,0,-63.14,302,1.03,-29.0256,500.0,10,1.1,0.9,0.0,0,0,0,Texas,33.6611,-101.39
3002097,1,0.0,0.0,0,0.0,302,1.02852,-28.3891,230.0,10,1.1,0.9,0.0,0,0,0,Texas,33.6611,-101.39
3002098,1,0.0,0.0,0,0.0,302,1.03246,-31.2603,161.0,10,1.1,0.9,0.0,0,0,0,Texas,33.6611,-101.39
3002099,2,0.0,0.0,0,0.0,302,1.02953,-28.8845,18.0,10,1.1,0.9,0.0,0,0,0,Texas,33.6611,-101.39
3002100,2,0.0,0.0,0,0.0,302,1.0208,-26.4196,18.0,10,1.1,0.9,0.0,0,0,0,Texas,33.6611,-101.39
3002101,1,0.0,0.0,0,0.0,302,1.02049,-62.2159,500.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5826,-96.6179
3002102,1,0.0,0.0,0,0.0,302,1.02071,-63.6168,161.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5826,-96.6179
3002103,2,0.0,0.0,0,0.0,302,1.02049,-62.2159,20.0,11,1.1,0.9,0.0,0,0,0,Texas,33.5826,-96.6179
